"year","month","date","day","p1","p2","p3","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","c1","c2","c3","c4","c5","c6","c7","c8","c9","c10"
"1985","05","23","thu","9470.0","8064.0","2631","0441","1426.0","2116.0","3047.0","3228","3484.0","5688.0","5870.0","5885.0","6868","0868","1134.0","1951.0","2992.0","4229","4984.0","6321.0","7006.0","7054.0","7136"
"1985","05","25","sat","5349.0","9935.0","4566","0881","1860.0","2808.0","3261.0","3318","6474.0","6758.0","7034.0","8524.0","8601","2180.0","3429.0","3449.0","3603.0","5399","5430.0","6465.0","7510.0","8044.0","9154"
"1985","05","26","sun","7951.0","5411.0","9191","1272.0","1628.0","1992.0","3124.0","3901","4167.0","5621.0","6366.0","7974.0","8081","0650","0836","1103.0","1664.0","2229","3661.0","5059.0","5425.0","5432.0","9051"
"1985","05","30","thu","4217.0","5267.0","9789","0629","0887","1265.0","2211.0","5563","6726.0","8125.0","8537.0","9320.0","9499","1445.0","1571.0","2311.0","2902.0","4026","4512.0","5787.0","6198.0","8761.0","9455"
"1985","06","01","sat","8213.0","5493.0","6660.0","0302","1030.0","2491.0","2760.0","3308.0","5514.0","7054.0","8617.0","8733.0","9139.0","1383.0","3832.0","4195.0","5323.0","5946.0","7328.0","8176.0","9007.0","9397.0","9974.0"
"1985","06","02","sun","0224","5365.0","9269.0","0083","0625","0887","1135.0","1180.0","3029.0","4278.0","5176.0","6783.0","7329.0","0152","1357.0","2164.0","2590.0","4600.0","5631.0","6608.0","9017.0","9740.0","9782"
"1985","06","06","thu","6231.0","1200.0","9403","0145","1368.0","3499.0","3737.0","3868","5415.0","6407.0","7160.0","7322.0","7476","1003.0","1028.0","1434.0","2678.0","2740","3395.0","4295.0","5645.0","8119.0","8995"
"1985","06","08","sat","7245.0","7007.0","6115","0136","1224.0","2455.0","4531.0","5324","5682.0","7134.0","7506.0","8637.0","9322","0047","1570.0","2301.0","4875.0","5185","5240.0","6797.0","8293.0","8425.0","9087"
"1985","06","09","sun","5187.0","9629.0","6249","0290","1168.0","1351.0","3384.0","3783","3808.0","4285.0","4341.0","4939.0","9420","1159.0","2264.0","2373.0","3101.0","3288","4674.0","5931.0","6430.0","6838.0","9286"
"1985","06","13","thu","7089.0","5262.0","6910","0940","1931.0","2516.0","2890.0","3211","4367.0","4645.0","4948.0","7895.0","9897","0911","3476.0","6468.0","6653.0","7164","7432.0","7738.0","7983.0","8816.0","9109"
"1985","06","15","sat","1214.0","5995.0","6731","0910","1774.0","2366.0","2513.0","3236","6189.0","7320.0","9173.0","9238.0","9408","0144","0989","1144.0","1149.0","1760","4795.0","5690.0","7225.0","7863.0","8060"
"1985","06","16","sun","6024.0","4549.0","0240","0585","1257.0","3855.0","6115.0","6622","7059.0","7598.0","8362.0","8741.0","9274","0188","0308","3304.0","5670.0","6836","7127.0","7696.0","8923.0","8984.0","9451"
"1985","06","20","thu","8851.0","5148.0","4561","0160","0990","1025.0","1829.0","4946","7432.0","7495.0","8526.0","9524.0","9637","1308.0","1397.0","2623.0","3344.0","4956","5450.0","5768.0","6893.0","7172.0","7919"
"1985","06","22","sat","7488.0","7304.0","3875","0752","1012.0","1281.0","1997.0","2263","3067.0","5836.0","5866.0","7687.0","9926","1218.0","2008.0","2357.0","6911.0","6915","7120.0","7776.0","8517.0","8916.0","9244"
"1985","06","23","sun","4751.0","4260.0","0176","0168","1781.0","2872.0","2886.0","3550","4880.0","4965.0","7519.0","7731.0","9599","1659.0","1669.0","2460.0","2557.0","5767","7880.0","7912.0","8005.0","9074.0","9075"
"1985","06","27","thu","4955.0","3444.0","2037","1117.0","2275.0","3959.0","4694.0","6231","8408.0","8718.0","9102.0","9471.0","9485","1435.0","2599.0","3954.0","4548.0","5238","5282.0","6216.0","7477.0","9403.0","9480"
"1985","06","29","sat","2526.0","4267.0","9734","1524.0","3063.0","3883.0","4027.0","4221","4995.0","7459.0","8391.0","8648.0","9354","0532","0687","2618.0","4290.0","5705","6308.0","8194.0","8990.0","9274.0","9534"
"1985","06","30","sun","0493","8053.0","1413","1680.0","2138.0","4621.0","5703.0","6429","6649.0","6796.0","7474.0","9046.0","9482","0170","3952.0","5083.0","5090.0","6379","7857.0","8445.0","8472.0","8995.0","9284"
"1985","07","04","thu","1993.0","9672.0","5892","0287","1637.0","1902.0","4088.0","4191","5456.0","7595.0","7680.0","8399.0","9398","1514.0","1767.0","2751.0","3497.0","3542","5246.0","6147.0","7331.0","9548.0","9906"
"1985","07","06","sat","8276.0","6589.0","8640","0398","1717.0","2108.0","2193.0","2441","2923.0","3987.0","5163.0","5402.0","7057","0323","0544","0869","1145.0","1177","1988.0","3038.0","3371.0","4034.0","7915"
"1985","07","07","sun","5637.0","7077.0","5068","0127","2579.0","2774.0","3104.0","3548","3954.0","6458.0","6637.0","8146.0","9815","0099","2195.0","3743.0","4265.0","4761","7122.0","7830.0","8640.0","8821.0","9330"
"1985","07","11","thu","8815.0","7532.0","9841","0400","1485.0","2049.0","2689.0","4008","4807.0","6233.0","6963.0","7312.0","9235","0367","1638.0","2108.0","2288.0","2973","4197.0","4538.0","7794.0","7848.0","9323"
"1985","07","13","sat","4343.0","7530.0","2011","0193","0325","0663","2989.0","3721","3902.0","5470.0","6068.0","7993.0","9950","1119.0","1731.0","5671.0","5944.0","6948","7570.0","7704.0","9184.0","9354.0","9467"
"1985","07","14","sun","4982.0","4466.0","4039","0573","1335.0","3051.0","4942.0","5571","6487.0","7407.0","7776.0","8154.0","9795","0149","0883","5069.0","7860.0","8128","8935.0","9059.0","9903.0","9942.0","9998"
"1985","07","18","thu","0552","8200.0","7238","0124","3519.0","4099.0","6740.0","7420","8352.0","8837.0","9386.0","9410.0","9948","1373.0","2323.0","3230.0","3236.0","5080","6141.0","7924.0","8422.0","8841.0","8994"
"1985","07","20","sat","2388.0","9964.0","4379","0110","0210","1024.0","1951.0","3056.0","3504.0","4883.0","6540.0","9478.0","9925","0328","1699.0","2493.0","3117.0","3406","5030.0","6685.0","8197.0","8840.0","8918"
"1985","07","21","sun","4827.0","9767.0","6955","5689.0","6528.0","6926.0","7133.0","7196","7900.0","8564.0","8636.0","9146.0","9395","0053","0443","0704","1017.0","1130","3485.0","3943.0","5422.0","8878.0","9031"
"1985","07","25","thu","5523.0","8331.0","0998","1462.0","3006.0","3128.0","4754.0","5121","5383.0","7066.0","8282.0","9269.0","9566","2366.0","3187.0","5015.0","5598.0","6674","7125.0","8087.0","9067.0","9133.0","9267"
"1985","07","27","sat","7204.0","0508","4527","0139","0649","0840","0977","1898","2408.0","2999.0","6108.0","6581.0","7646","0355","2059.0","2999.0","3578.0","5374","5497.0","6193.0","7518.0","7670.0","7820"
"1985","07","28","sun","4679.0","9359.0","3406","0091","2828.0","3296.0","4689.0","4955","6021.0","6207.0","6433.0","8182.0","8485","0534","2129.0","2901.0","4196.0","4354","4380.0","7325.0","7786.0","7980.0","9905"
"1985","08","01","thu","5570","5827","1210","0723","1162","1912","4045","4058","6613","6790","7587","8399","8801","0684","1968","2408","3744","3960","5473","6220","7206","8755","8770"
"1985","08","03","sat","3368","9615","0086","0360","0509","1344","2205","2735","3153","5006","8352","8413","9137","0756","0807","1148","1174","1466","1749","2434","2550","5432","8874"
"1985","08","04","sun","4586","9680","4100","0373","2175","3014","3290","5309","6145","7623","8292","9118","9631","0462","1715","1902","2990","3743","5747","6019","9049","9560","9583"
"1985","08","08","thu","0101","1030","9550","0170","0170","0406","0959","4810","4855","5050","5358","5545","9930","1173","1202","3201","3289","4006","4136","6989","7527","7548","9592"
"1985","08","10","sat","1652","4330","6056","1738","2098","3426","5800","6125","6473","7755","8087","8361","9390","1008","1733","3495","3689","4329","4506","5425","5480","5554","6739"
"1985","08","11","sun","7404","4159","8573","0160","0580","1927","1945","3960","4000","5566","5585","9488","9606","0329","1264","2227","3927","5955","6723","6836","7339","9703","9716"
"1985","08","15","thu","0803","6122","8375","0525","0544","0803","1921","2042","2524","5052","5454","7334","7893","0673","1096","1242","2473","5639","7412","8414","8592","8931","9097"
"1985","08","17","sat","9975","2851","6359","1801","3021","5070","5618","6289","6340","6850","7111","7803","8866","1957","2267","2322","5501","6356","6606","7170","7789","8013","8686"
"1985","08","18","sun","4718","9943","5799","4383","4753","4922","6289","6840","6855","6918","8487","8858","8996","0701","2708","2807","2814","3010","3196","6376","6419","9564","9666"
"1985","08","22","thu","3054.0","4306.0","3577","0471","2324.0","3145.0","5251.0","6039","6524.0","6680.0","7412.0","7671.0","8892","2196.0","3077.0","3880.0","6520.0","6955","7506.0","8000.0","8826.0","9164.0","9630"
"1985","08","24","sat","7113.0","0241","6143","0169","2707.0","3328.0","5459.0","6430","6714.0","7395.0","8497.0","9771.0","9822","1306.0","2918.0","3165.0","4496.0","4567","4703.0","5238.0","5907.0","6820.0","9863"
"1985","08","25","sun","5326.0","4683.0","8538","0080","0395","0421","1332.0","1486","1724.0","2609.0","4215.0","4992.0","9420","0145","0340","1042.0","1974.0","3032","4974.0","5322.0","7573.0","8535.0","9317"
"1985","08","29","thu","1306.0","2128.0","8659","1704.0","1781.0","1822.0","2474.0","4295","4696.0","6370.0","7330.0","7581.0","8730","2517.0","2778.0","2991.0","3343.0","3980","5661.0","6162.0","6698.0","7573.0","8716"
"1985","08","31","sat","6637.0","7632.0","5015","0117","1987.0","2366.0","4540.0","6031","6460.0","7199.0","7565.0","7782.0","7848","0383","2221.0","3096.0","5234.0","5330","5339.0","5416.0","6564.0","7890.0","9555"
"1985","09","01","sun","0697","3340.0","1991","0966","1254.0","2936.0","3770.0","4177","4413.0","4902.0","5596.0","7201.0","8214","1846.0","1887.0","3586.0","5274.0","5831","8352.0","8875.0","8914.0","9706.0","9797"
"1985","09","05","thu","4291.0","7531.0","4511","1381.0","2678.0","2754.0","3560.0","4767","6014.0","7244.0","7682.0","9244.0","9738","1077.0","1077.0","2234.0","3242.0","3356","5544.0","7042.0","7872.0","8701.0","9783"
"1985","09","07","sat","8565.0","8967.0","5517.0","0362","1360.0","3575.0","5225.0","6291","6475.0","6628.0","8268.0","8299.0","8600","0031","1329.0","2458.0","2489.0","2678","3549.0","3988.0","4418.0","6877.0","8576"
"1985","09","08","sun","6842.0","6101.0","4055","1054.0","2361.0","2892.0","4698.0","6167","6290.0","6895.0","7331.0","7829.0","8534","0577","0996","2126.0","2596.0","2757","2880.0","4123.0","4359.0","8645.0","9330"
"1985","09","12","thu","9799.0","1023.0","4474","0877","2559.0","2636.0","3934.0","5114","5566.0","7386.0","9099.0","9422.0","9507","0110","0215","0270","0547","0811","1351.0","4760.0","5079.0","6554.0","8566"
"1985","09","14","sat","1125.0","2965.0","4710","1095.0","1857.0","2231.0","2515.0","2755","2964.0","4241.0","6945.0","8639.0","8956","1169.0","1796.0","1999.0","2156.0","2501","4245.0","5129.0","6650.0","8369.0","8573"
"1985","09","15","sun","3736.0","2147.0","9316","1736.0","1834.0","3736.0","4856.0","7189","8254.0","8524.0","8926.0","9641.0","9928","1165.0","1423.0","3330.0","3699.0","3745","4200.0","6656.0","6892.0","9795.0","9945"
"1985","09","19","thu","2320.0","8225.0","4798","0737","1244.0","4409.0","4428.0","4504","7731.0","9453.0","9513.0","9691.0","9819","1757.0","3599.0","3674.0","4041.0","4477","5123.0","5843.0","6882.0","9077.0","9808"
"1985","09","21","sat","9631.0","2411.0","3271","1516.0","2216.0","2552.0","3634.0","3732","3931.0","4210.0","9160.0","9234.0","9951","1379.0","2165.0","2761.0","2983.0","4176","4893.0","6113.0","8132.0","8139.0","9281"
"1985","09","22","sun","4063.0","7757.0","3452","0331","2118.0","4897.0","4995.0","5195","5463.0","5587.0","5757.0","6571.0","8586","0265","0291","0404","0731","1461","4709.0","5322.0","7557.0","8409.0","9319"
"1985","09","26","thu","7233.0","4167.0","4797","0230","0322","1123.0","1698.0","3848","3995.0","6735.0","8431.0","8751.0","9479","0228","0579","0774","2322.0","2381","2645.0","3098.0","3918.0","7870.0","9312"
"1985","09","28","sat","6116.0","9028.0","8792","0136","0587","0784","1058.0","1286","1935.0","2347.0","3556.0","4430.0","4582","0058","0250","0705","3120.0","3469","4027.0","6098.0","7019.0","8497.0","8922"
"1985","09","29","sun","7856.0","7672.0","3566","0403","3193.0","4057.0","5893.0","6278","6945.0","7516.0","9182.0","9286.0","9968","0398","2333.0","3053.0","5308.0","6997","7443.0","7654.0","8151.0","8366.0","9222"
"1985","10","03","thu","8116.0","7602.0","3458","0686","1607.0","2591.0","2748.0","3127","6767.0","6956.0","7380.0","7606.0","8931","0229","1305.0","1325.0","1339.0","5382","5689.0","6234.0","6563.0","6929.0","7635"
"1985","10","05","sat","0878","7751.0","9741","0451","1492.0","3554.0","3890.0","5443","5710.0","6879.0","7191.0","8289.0","9419","0060","0438","0907","2403.0","4561","6197.0","6992.0","8010.0","8727.0","8909"
"1985","10","06","sun","9707.0","1186.0","4058","1012.0","1886.0","3038.0","3637.0","3888","6596.0","6763.0","6864.0","7505.0","9790","0936","1465.0","1498.0","4419.0","5653","6492.0","6508.0","8203.0","9321.0","9736"
"1985","10","10","thu","2321.0","1289.0","4349","0046","0368","1595.0","4187.0","5706","6293.0","6565.0","6566.0","8831.0","9878","0238","0464","0919","1971.0","2539","6746.0","7015.0","7299.0","8375.0","9872"
"1985","10","12","sat","8159.0","9607.0","0457","0078","0994","1318.0","1589.0","1913","4752.0","5987.0","7532.0","8824.0","8917","0995","2008.0","2164.0","3201.0","3672","4736.0","4859.0","6423.0","6433.0","8932"
"1985","10","13","sun","3322.0","8491.0","5893","0319","0650","0779","0807","6797","8148.0","8160.0","8248.0","9114.0","9540","0673","0770","1872.0","4708.0","4865","5066.0","5395.0","7752.0","8977.0","9201"
"1985","10","17","thu","1973.0","6565.0","5214","1161.0","1213.0","1799.0","1975.0","2457","4001.0","6037.0","7202.0","7682.0","9285","1754.0","2423.0","2676.0","6581.0","7038","7656.0","8244.0","8541.0","9177.0","9661"
"1985","10","19","sat","4100.0","7490.0","8369","1711.0","1816.0","2259.0","2784.0","3666","4265.0","4769.0","8131.0","9314.0","9610","1345.0","1610.0","2086.0","2253.0","3967","4925.0","5773.0","5897.0","6682.0","8039"
"1985","10","20","sun","2676.0","1047.0","4715","0885","1671.0","1760.0","1960.0","1962","3577.0","4095.0","6796.0","8638.0","9306","0887","2693.0","2956.0","4086.0","5730","5843.0","6382.0","7807.0","8213.0","9252"
"1985","10","24","thu","2206.0","3692.0","0731","0698","1843.0","2475.0","3281.0","4186","5448.0","8154.0","9003.0","9601.0","9910","0251","0430","0434","1798.0","2182","2217.0","3411.0","5449.0","6977.0","7500"
"1985","10","26","sat","4550.0","3712.0","1430","3660.0","4450.0","5097.0","5528.0","7455","9106.0","9179.0","9267.0","9339.0","9773","1470.0","2391.0","2846.0","3548.0","6926","7545.0","7752.0","7753.0","7812.0","7876"
"1985","10","27","sun","4069.0","3502.0","8188","3244.0","4991.0","5815.0","6156.0","6780","6977.0","7763.0","8088.0","9272.0","9456","0726","0935","1121.0","1833.0","2841","3627.0","7808.0","8386.0","8461.0","8808"
"1985","10","31","thu","6854.0","4117.0","5088","1009.0","1843.0","3267.0","3378.0","5865","5977.0","6645.0","6709.0","7441.0","9766","0869","0945","3054.0","4089.0","4113","4701.0","5264.0","6100.0","6882.0","8708"
"1985","11","02","sat","1944.0","7044.0","6520","0931","2393.0","3744.0","4340.0","4859","5784.0","6926.0","7515.0","8734.0","9546","0169","0286","0660","2168.0","2516","4457.0","5799.0","5878.0","6526.0","8158"
"1985","11","03","sun","3934.0","7226.0","7729","0186","1526.0","2758.0","2763.0","5065","6692.0","6695.0","7690.0","7693.0","7731","0170","0569","1752.0","2214.0","2280","2510.0","4887.0","5166.0","6667.0","9314"
"1985","11","07","thu","1765.0","3122.0","3194","0039","0169","1992.0","3230.0","5723","5888.0","5917.0","5973.0","7756.0","9434","0063","2233.0","2596.0","3046.0","3675","6552.0","6718.0","6866.0","7684.0","9036"
"1985","11","09","sat","9219.0","5787.0","6769","1027.0","2577.0","3875.0","4448.0","5171","6490.0","7006.0","7909.0","9048.0","9325","0656","1190.0","2299.0","2676.0","3497","3857.0","4639.0","5244.0","6110.0","9214"
"1985","11","10","sun","8637.0","2067.0","2561","0575","0669","2164.0","2961.0","3252","3436.0","8706.0","8838.0","9481.0","9573","0867","1110.0","1244.0","1476.0","2840","3242.0","8220.0","8605.0","9128.0","9499"
"1985","11","14","thu","1505.0","8661.0","6048","0758","1936.0","2370.0","2440.0","2454","4835.0","5600.0","7546.0","8284.0","9549","1199.0","1284.0","2243.0","3357.0","6066","7631.0","8040.0","9276.0","9736.0","9943"
"1985","11","16","sat","2360.0","8758.0","1174","0216","1244.0","1669.0","2607.0","2753","3132.0","4540.0","6123.0","6807.0","7542","0087","0690","1355.0","2501.0","3276","5724.0","5884.0","6572.0","6725.0","8393"
"1985","11","17","sun","5748.0","3339.0","4206","2518.0","6815.0","7258.0","7348.0","7702","8317.0","8477.0","8585.0","8928.0","9855","0429","2484.0","3343.0","3978.0","4114","5188.0","5249.0","5698.0","6920.0","8715"
"1985","11","21","thu","5075.0","7953.0","3054","0058","7225.0","1328.0","8617.0","2645","9711.0","3495.0","1944.0","4317.0","7017","2515.0","2762.0","4697.0","7852.0","9768","8025.0","2884.0","1530.0","4736.0","0662"
"1985","11","23","sat","8682.0","8931.0","8098","2018.0","3080.0","7465.0","3289.0","9732","2843.0","7747.0","6248.0","1616.0","5252","5319.0","0993","7222.0","0278","2097","7669.0","0448","6660.0","6271.0","2806"
"1985","11","24","sun","9263.0","4947.0","8207","2497.0","8596.0","8863.0","8529.0","1519","0668","2622.0","5177.0","1953.0","8657","0437","4076.0","3735.0","4735.0","2349","5285.0","3381.0","3351.0","6315.0","8749"
"1985","11","28","thu","4094.0","9683.0","8687","9155.0","6569.0","2298.0","9367.0","3747","0198","7896.0","1194.0","3676.0","2621","3910.0","0022","2591.0","4666.0","4610","5242.0","4157.0","6514.0","3579.0","0269"
"1985","11","30","sat","1309.0","7390.0","8628","8574.0","6722.0","8075.0","3258.0","5335","1693.0","3759.0","2435.0","3761.0","2654","5755.0","6549.0","6126.0","3379.0","4575","0960","6521.0","0442","1152.0","8926"
"1985","12","01","sun","4863.0","2231.0","0817","1601.0","9380.0","7282.0","4094.0","7987","7082.0","3843.0","1470.0","6397.0","7398","2260.0","2235.0","3045.0","4490.0","3198","2249.0","0307","9777.0","5402.0","4582"
"1985","12","05","thu","9906.0","2315.0","8578","5061.0","7010.0","0751","5768.0","5753","8079.0","9540.0","1386.0","5382.0","7422","9497.0","5281.0","5115.0","6089.0","4531","0338","7124.0","3777.0","9070.0","0017"
"1985","12","07","sat","4678.0","4067.0","6686","9413.0","9093.0","0908","1157.0","4027","2256.0","6176.0","0425","3881.0","9642","8715.0","8277.0","3557.0","0338","1923","0963","9840.0","0359","8656.0","4792"
"1985","12","08","sun","0406","3971.0","0236","1613.0","9709.0","2565.0","3391.0","0630","0953","8305.0","8701.0","8188.0","2949","1603.0","1710.0","0831","5220.0","9594","3290.0","9124.0","1408.0","8856.0","8018"
"1985","12","12","thu","1815.0","4584.0","8752","5354.0","3490.0","2398.0","1114.0","7367","2256.0","2341.0","7985.0","0477","8643","5800.0","0736","3989.0","4399.0","9864","6223.0","2847.0","5956.0","5521.0","1320"
"1985","12","14","sat","4750.0","2758.0","7171","5229.0","6040.0","2321.0","1452.0","5060","0924","3146.0","9656.0","4064.0","9413","3557.0","5832.0","3699.0","4003.0","5981","7370.0","5816.0","8951.0","0707","7612"
"1985","12","15","sun","2441.0","6886.0","1711","9291.0","6831.0","2989.0","3923.0","9417","9459.0","9267.0","0721","7466.0","5485","6835.0","3349.0","9548.0","2861.0","5144","2174.0","9254.0","5425.0","5436.0","0104"
"1985","12","19","thu","5910.0","2699.0","5659","0364","2011.0","3413.0","4814.0","9623","2704.0","8318.0","7966.0","2559.0","7664","4744.0","5253.0","7801.0","8773.0","2419","2747.0","9208.0","7464.0","3026.0","8044"
"1985","12","21","sat","3798.0","5519.0","1302","0193","6301.0","9014.0","1491.0","5263","1331.0","2935.0","7238.0","6845.0","0039","5888.0","2051.0","6108.0","2281.0","6894","3494.0","8205.0","9463.0","9033.0","0315"
"1985","12","22","sun","6820.0","8935.0","0140","2275.0","6734.0","4658.0","9943.0","9271","0772","5873.0","8834.0","5557.0","2125","2684.0","9893.0","8231.0","7813.0","1269","3833.0","5107.0","6087.0","8516.0","2023"
"1985","12","26","thu","5426.0","4511.0","5510","7123.0","6178.0","2201.0","4243.0","6524","8153.0","3229.0","7873.0","3069.0","0626","7789.0","2576.0","4095.0","9407.0","9513","1540.0","9453.0","5543.0","5795.0","8254"
"1985","12","28","sat","8923.0","3054.0","6946","7679.0","0066","9839.0","9116.0","3097","6386.0","1372.0","1766.0","6386.0","0310","4574.0","6800.0","8302.0","7324.0","4128","1792.0","3970.0","3566.0","3190.0","3722"
"1985","12","29","sun","8356.0","3397.0","9339","0531","0973","5946.0","4051.0","6186","1745.0","7550.0","6610.0","6933.0","4227","3116.0","6886.0","7471.0","7877.0","8184","2386.0","4699.0","0409","3723.0","4857"
"1986","01","02","thu","8201.0","2228.0","7308","9889.0","3810.0","7440.0","9269.0","8030","7261.0","0988","1297.0","8444.0","1027","8961.0","6058.0","6051.0","9299.0","3555","9232.0","8993.0","4590.0","6548.0","6649"
"1986","01","04","sat","7715.0","3833.0","6009","9152.0","7783.0","9900.0","7624.0","3375","0549","6062.0","5393.0","2750.0","9990","2792.0","8092.0","1708.0","6561.0","0313","9630.0","5234.0","0669","6284.0","1655"
"1986","01","05","sun","5954.0","3816.0","0226","4175.0","9159.0","1906.0","6381.0","8001","6751.0","2408.0","5838.0","9723.0","2785","5661.0","6140.0","5438.0","3617.0","3064","5212.0","3720.0","1475.0","8401.0","0456"
"1986","01","09","thu","7737.0","4433.0","1760","5123.0","1237.0","1936.0","3122.0","0736","2934.0","9085.0","5931.0","9415.0","9283","2202.0","1932.0","3000.0","8364.0","7338","1685.0","1648.0","5586.0","2115.0","5661"
"1986","01","11","sat","6786.0","7534.0","8930","6449.0","3299.0","1089.0","7716.0","5146","8884.0","8293.0","0586","3469.0","3844","0123","5314.0","7225.0","7333.0","0196","7999.0","7860.0","0712","3541.0","4979"
"1986","01","12","sun","7798.0","7349.0","0641","3384.0","6850.0","5681.0","4983.0","2981","7619.0","9167.0","8177.0","5469.0","9730","1049.0","3682.0","3263.0","8184.0","4669","9681.0","0058","2335.0","7217.0","0514"
"1986","01","16","thu","1495.0","9054.0","7573","3993.0","3960.0","5120.0","1869.0","6026","3059.0","5834.0","7962.0","3276.0","2563","6049.0","9604.0","6323.0","3429.0","8550","3373.0","1031.0","3107.0","2132.0","3396"
"1986","01","18","sat","4424.0","1547.0","9912","4423.0","0571","5560.0","3575.0","1770","7697.0","3486.0","3913.0","3801.0","5947","8211.0","0755","3373.0","0434","5966","3636.0","9377.0","1650.0","3784.0","0711"
"1986","01","19","sun","4896.0","7180.0","5481","6207.0","6404.0","8776.0","9102.0","0744","0908","4924.0","9847.0","2390.0","7480","3722.0","4363.0","4179.0","1911.0","8532","5738.0","3535.0","6699.0","2679.0","7962"
"1986","01","23","thu","4211.0","4630.0","0047","3899.0","2043.0","4241.0","2705.0","2202","0301","2667.0","1580.0","3532.0","4107","4505.0","2734.0","3369.0","7345.0","0839","0543","7961.0","7726.0","2749.0","0927"
"1986","01","25","sat","7272.0","7172.0","7122","8406.0","1817.0","3441.0","1670.0","4629","6321.0","0145","1062.0","8208.0","6807","3840.0","3140.0","0366","1976.0","5964","0820","0501","9739.0","5513.0","4633"
"1986","01","26","sun","4031.0","0620","3411","7701.0","1560.0","3358.0","7152.0","6553","2324.0","3604.0","7330.0","9636.0","8054","2185.0","9446.0","3833.0","3969.0","6686","7172.0","6714.0","1713.0","7186.0","6653"
"1986","01","30","thu","7142.0","8625.0","1954","9326.0","7457.0","9653.0","5413.0","3961","6291.0","7844.0","4036.0","2323.0","6422","6518.0","9744.0","2801.0","6076.0","4599","8668.0","7704.0","8552.0","0933","3297"
"1986","02","01","sat","4490.0","5810.0","0756","4520.0","5939.0","3116.0","0251","6852","9981.0","8478.0","2500.0","1263.0","5972","5517.0","0230","6703.0","5742.0","0219","0353","4084.0","6736.0","4945.0","4309"
"1986","02","02","sun","9634.0","1526.0","7341","5323.0","9301.0","8952.0","0931","8395","3125.0","8648.0","3556.0","4072.0","1303","3748.0","2198.0","4432.0","0754","9607","9482.0","5515.0","4123.0","1557.0","2296"
"1986","02","06","thu","1111.0","7722.0","9033","1994.0","0525","4213.0","5864.0","1130","0869","6532.0","8629.0","7526.0","8564","2421.0","1295.0","7345.0","5782.0","8218","3775.0","3093.0","0334","2677.0","6799"
"1986","02","08","sat","9323.0","9148.0","0574","3448.0","2920.0","3842.0","7421.0","1144","3555.0","0989","2532.0","4647.0","8590","5328.0","3945.0","3359.0","6720.0","6473","0910","6702.0","3285.0","9021.0","5257"
"1986","02","09","sun","4433.0","7986.0","7690","8012.0","3136.0","9895.0","3853.0","2478","2607.0","8483.0","2569.0","2267.0","5110","9327.0","2561.0","4408.0","7149.0","2901","9587.0","7732.0","3094.0","0170","3889"
